Current residence,Total Population,,State of birth,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,
,,,Alabama,,Alaska,,Arizona,,Arkansas,,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,,Wisconsin,,Wyoming,,Puerto Rico,,American Samoa,,Guam,,,Northern Marianas Islands,,U.S. Virgin Islands,,Other U.S. Island Areas3,,Foreign Country4,,,
,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,"5,607,154",*****,"18,349","+/- 2,423","11,931","+/- 2,152","63,142","+/- 5,278","19,426","+/- 2,440",Colorado,"346,447","+/- 12,082","2,360,222","+/- 24,413","25,276","+/- 2,666","4,389","+/- 1,082","12,020","+/- 1,744",Colorado,"65,472","+/- 4,923","31,029","+/- 3,354","13,785","+/- 2,370","19,070","+/- 2,263","166,499","+/- 7,300",Colorado,"50,164","+/- 4,026","72,014","+/- 4,140","94,477","+/- 5,708","17,736","+/- 2,412","28,485","+/- 2,921",Colorado,"9,871","+/- 1,663","31,989","+/- 3,647","43,176","+/- 4,710","92,018","+/- 5,136","69,618","+/- 4,703",Colorado,"16,433","+/- 3,380","63,690","+/- 4,662","24,744","+/- 2,677","90,260","+/- 4,835","18,811","+/- 2,198",Colorado,"8,783","+/- 1,529","50,002","+/- 3,879","69,015","+/- 5,041","127,137","+/- 6,452","24,278","+/- 2,720",Colorado,"22,862","+/- 2,735","92,482","+/- 4,712","54,467","+/- 4,624","31,857","+/- 3,347","79,449","+/- 4,262",Colorado,"7,020","+/- 1,689","13,761","+/- 2,253","32,686","+/- 3,092","19,425","+/- 2,891","201,238","+/- 8,910",Colorado,"40,745","+/- 3,856","6,921","+/- 2,074","38,062","+/- 3,457","47,344","+/- 4,239","8,560","+/- 1,699",Colorado,"63,374","+/- 5,317","46,465","+/- 3,569","10,054","+/- 1,917",452,+/- 556,"2,933","+/- 1,023",Colorado,30,+/- 36,151,+/- 199,0,+/- 200,"627,058","+/- 13,138",,
Connecticut,"3,588,184",*****,"6,496","+/- 1,368","1,512",+/- 816,"3,955","+/- 1,318","1,627",+/- 535,Connecticut,"30,617","+/- 2,973","5,401","+/- 1,086","1,944,602","+/- 17,728","3,307",+/- 860,"7,052","+/- 1,464",Connecticut,"24,094","+/- 3,101","11,369","+/- 1,609","2,561","+/- 1,048",694,+/- 434,"24,823","+/- 2,659",Connecticut,"6,488","+/- 1,234","3,699","+/- 1,097","2,705",+/- 873,"3,826",+/- 852,"4,323","+/- 1,076",Connecticut,"19,767","+/- 2,267","12,378","+/- 2,062","139,497","+/- 7,220","18,762","+/- 2,225","5,711","+/- 1,324",Connecticut,"3,484","+/- 1,085","6,635","+/- 1,587",991,+/- 565,"2,485",+/- 812,"1,563",+/- 858,Connecticut,"12,182","+/- 2,166","54,394","+/- 4,200","3,074","+/- 1,374","339,039","+/- 9,598","16,712","+/- 2,417",Connecticut,"1,234",+/- 625,"21,673","+/- 2,467","3,044","+/- 1,187","2,230",+/- 714,"49,684","+/- 3,463",Connecticut,"39,914","+/- 3,084","13,198","+/- 2,384",714,+/- 382,"5,245","+/- 1,346","16,832","+/- 2,979",Connecticut,"2,381","+/- 1,017","10,191","+/- 1,338","16,908","+/- 2,400","7,126","+/- 1,556","3,039",+/- 692,Connecticut,"6,747","+/- 1,434",338,+/- 272,"96,978","+/- 6,107",161,+/- 263,124,+/- 156,Connecticut,0,+/- 207,"1,149",+/- 661,0,+/- 207,"563,449","+/- 12,050",,
Delaware,"961,939",*****,"1,800",+/- 683,365,+/- 188,"1,276",+/- 588,429,+/- 327,Delaware,"8,298","+/- 1,950","1,044",+/- 481,"5,576","+/- 1,454","415,536","+/- 10,605","7,252","+/- 1,652",Delaware,"7,287","+/- 1,313","4,738","+/- 1,003",997,+/- 564,296,+/- 241,"5,249","+/- 1,157",Delaware,"3,212",+/- 927,833,+/- 361,556,+/- 355,"1,523",+/- 557,"1,819",+/- 882,Delaware,"1,210",+/- 470,"68,104","+/- 5,261","6,329","+/- 1,261","6,119","+/- 2,048",912,+/- 411,Delaware,477,+/- 272,"2,292",+/- 812,343,+/- 229,544,+/- 310,242,+/- 221,Delaware,"1,156",+/- 489,"48,617","+/- 4,249",572,+/- 423,"52,252","+/- 5,389","10,370","+/- 2,278",Delaware,410,+/- 314,"7,633","+/- 1,719","1,315",+/- 494,549,+/- 507,"130,130","+/- 7,452",Delaware,"1,290",+/- 539,"4,436","+/- 1,553",191,+/- 265,"4,859","+/- 2,026","5,474","+/- 1,515",Delaware,823,+/- 547,692,+/- 386,"14,546","+/- 2,071","1,704",+/- 664,"5,179","+/- 1,217",Delaware,"1,481",+/- 718,0,+/- 198,"8,185","+/- 2,043",0,+/- 198,0,+/- 198,Delaware,231,+/- 351,504,+/- 560,0,+/- 198,"104,682","+/- 6,349",,
District of Columbia ,"693,972",*****,"3,328","+/- 1,005",281,+/- 253,"2,082",+/- 724,"1,377",+/- 573,District of Columbia ,"20,990","+/- 2,047","1,775",+/- 731,"6,869","+/- 1,689","1,184",+/- 536,"259,366","+/- 8,016",District of Columbia ,"8,804","+/- 1,627","6,771","+/- 1,428",834,+/- 461,441,+/- 407,"10,737","+/- 1,681",District of Columbia ,"4,876",+/- 982,"2,115",+/- 705,"1,867",+/- 877,"1,838",+/- 541,"3,880","+/- 1,255",District of Columbia ,761,+/- 346,"37,236","+/- 3,655","12,179","+/- 1,584","8,353","+/- 1,408","3,367",+/- 953,District of Columbia ,"2,193",+/- 622,"3,860",+/- 942,528,+/- 433,"1,172",+/- 481,216,+/- 215,District of Columbia ,"1,310",+/- 507,"14,709","+/- 1,756","1,006",+/- 600,"35,983","+/- 3,535","14,387","+/- 2,186",District of Columbia ,616,+/- 385,"10,484","+/- 1,809","1,979",+/- 721,987,+/- 458,"20,117","+/- 2,083",District of Columbia ,"2,014",+/- 736,"10,806","+/- 1,875",380,+/- 288,"3,227",+/- 791,"9,825","+/- 1,711",District of Columbia ,"1,781",+/- 799,975,+/- 576,"28,538","+/- 3,003","3,274",+/- 989,"2,666",+/- 779,District of Columbia ,"2,282",+/- 690,352,+/- 279,"2,458",+/- 831,0,+/- 208,31,+/- 73,District of Columbia ,0,+/- 208,238,+/- 204,0,+/- 208,"114,267","+/- 6,524",,
Florida,"20,984,400",*****,"206,911","+/- 8,359","13,341","+/- 2,275","36,487","+/- 4,197","44,609","+/- 4,496",Florida,"288,555","+/- 11,890","55,765","+/- 5,221","187,736","+/- 8,811","33,397","+/- 5,194","63,410","+/- 4,773",Florida,"7,546,073","+/- 47,932","361,030","+/- 12,233","25,570","+/- 3,048","10,231","+/- 1,906","465,381","+/- 16,335",Florida,"240,127","+/- 10,829","71,237","+/- 4,578","42,527","+/- 4,061","134,877","+/- 8,138","83,731","+/- 6,924",Florida,"59,399","+/- 6,158","157,827","+/- 8,857","362,600","+/- 12,114","422,142","+/- 13,288","83,060","+/- 5,715",Florida,"79,498","+/- 6,557","114,574","+/- 7,535","7,963","+/- 1,378","30,709","+/- 4,256","17,404","+/- 2,958",Florida,"52,519","+/- 4,384","519,478","+/- 15,322","23,421","+/- 3,506","1,594,570","+/- 29,275","165,096","+/- 8,114",Florida,"16,636","+/- 2,781","511,272","+/- 13,935","54,456","+/- 5,546","24,592","+/- 4,458","567,121","+/- 16,151",Florida,"69,965","+/- 5,354","97,537","+/- 6,320","12,575","+/- 2,309","136,122","+/- 8,653","208,609","+/- 9,587",Florida,"18,875","+/- 3,195","27,000","+/- 3,238","192,809","+/- 9,922","54,442","+/- 4,578","97,353","+/- 5,963",Florida,"118,800","+/- 7,801","6,896","+/- 1,643","495,435","+/- 21,129","1,542","+/- 1,247","4,872","+/- 1,494",Florida,106,+/- 124,"20,192","+/- 4,307",48,+/- 84,"4,645,890","+/- 36,235",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,"10,429,379",*****,"233,828","+/- 10,244","9,295","+/- 1,968","19,702","+/- 3,232","29,202","+/- 3,605",Georgia,"178,204","+/- 11,063","26,259","+/- 3,322","38,078","+/- 4,099","12,129","+/- 2,979","22,593","+/- 3,135",Georgia,"401,831","+/- 13,474","5,751,677","+/- 39,740","14,081","+/- 3,251","4,242","+/- 1,251","161,686","+/- 8,446",Georgia,"74,462","+/- 6,722","20,704","+/- 3,239","22,740","+/- 3,000","58,497","+/- 4,776","90,925","+/- 6,673",Georgia,"10,087","+/- 1,863","48,100","+/- 4,230","60,202","+/- 6,530","123,029","+/- 8,053","23,339","+/- 3,265",Georgia,"69,977","+/- 6,086","47,582","+/- 4,113","5,225","+/- 1,394","12,256","+/- 2,355","5,036","+/- 1,465",Georgia,"7,761","+/- 1,484","121,449","+/- 7,995","11,231","+/- 2,350","309,020","+/- 12,905","158,212","+/- 8,816",Georgia,"5,605","+/- 1,651","159,653","+/- 8,970","24,998","+/- 3,813","11,215","+/- 2,461","128,888","+/- 7,774",Georgia,"9,991","+/- 1,777","145,130","+/- 8,425","4,709","+/- 1,342","198,296","+/- 9,100","136,016","+/- 10,264",Georgia,"8,682","+/- 1,877","3,727","+/- 1,222","111,950","+/- 7,842","26,141","+/- 3,117","28,854","+/- 3,008",Georgia,"35,490","+/- 4,232","1,860",+/- 685,"30,938","+/- 3,683",65,+/- 73,"1,272",+/- 628,Georgia,226,+/- 263,"5,477","+/- 1,999",0,+/- 224,"1,167,555","+/- 20,397",,
Hawaii,"1,427,538",*****,"3,487","+/- 1,133","3,505","+/- 1,370","7,593","+/- 1,485","1,726",+/- 867,Hawaii,"91,164","+/- 5,321","7,859","+/- 1,555","3,308",+/- 741,"1,026",+/- 526,"2,108",+/- 708,Hawaii,"10,702","+/- 1,487","7,353","+/- 1,548","757,188","+/- 11,544","2,867",+/- 974,"13,774","+/- 2,067",Hawaii,"6,049","+/- 1,596","4,090","+/- 1,134","4,274","+/- 1,652","2,881",+/- 948,"2,671",+/- 869,Hawaii,"1,538",+/- 630,"5,222","+/- 1,108","7,067","+/- 1,450","10,990","+/- 1,638","6,835","+/- 1,643",Hawaii,"2,125","+/- 1,159","6,198","+/- 1,360","1,579",+/- 840,"1,663",+/- 497,"2,572",+/- 895,Hawaii,"1,346",+/- 597,"7,981","+/- 1,389","3,236","+/- 1,078","17,070","+/- 1,984","7,437","+/- 1,467",Hawaii,547,+/- 282,"10,984","+/- 1,750","3,095","+/- 1,199","9,014","+/- 2,124","13,094","+/- 2,630",Hawaii,"1,407",+/- 660,"2,877",+/- 964,"1,306",+/- 784,"2,245",+/- 696,"20,788","+/- 2,413",Hawaii,"4,395","+/- 1,288",450,+/- 322,"7,874","+/- 1,557","17,044","+/- 2,103","1,449",+/- 613,Hawaii,"5,410","+/- 1,265",751,+/- 442,"2,346",+/- 926,"5,492","+/- 1,419","4,931","+/- 1,232",Hawaii,453,+/- 339,81,+/- 115,58,+/- 94,"294,963","+/- 10,784",,
Idaho,"1,716,943",*****,"2,612",+/- 881,"7,320","+/- 1,799","20,632","+/- 3,929","3,096",+/- 820,Idaho,"201,366","+/- 11,041","19,800","+/- 3,071","4,198","+/- 1,240",244,+/- 254,"1,374",+/- 521,Idaho,"11,208","+/- 2,780","3,817","+/- 1,166","4,402","+/- 1,440","817,962","+/- 10,490","17,988","+/- 3,246",Idaho,"5,318","+/- 1,174","9,908","+/- 1,922","9,097","+/- 1,696","3,235",+/- 914,"3,875","+/- 1,282",Idaho,"1,945",+/- 794,"2,770",+/- 902,"4,271","+/- 1,192","12,060","+/- 2,136","10,816","+/- 1,953",Idaho,"1,278",+/- 640,"9,603","+/- 1,764","25,722","+/- 3,206","10,156","+/- 1,512","14,074","+/- 2,872",Idaho,"1,862",+/- 890,"6,179","+/- 1,320","4,689","+/- 1,076","12,913","+/- 1,778","5,342","+/- 1,380",Idaho,"5,027","+/- 1,153","13,163","+/- 2,084","8,307","+/- 1,801","58,732","+/- 4,828","12,505","+/- 1,906",Idaho,"1,246",+/- 653,"2,010",+/- 753,"6,143","+/- 1,614","4,450","+/- 1,322","26,296","+/- 3,617",Idaho,"72,932","+/- 4,258",796,+/- 419,"5,657","+/- 1,480","85,562","+/- 5,871","1,597",+/- 785,Idaho,"9,066","+/- 1,805","14,310","+/- 2,432",489,+/- 346,0,+/- 201,238,+/- 199,Idaho,628,+/- 671,0,+/- 201,0,+/- 201,"116,657","+/- 7,617",,
Illinois,"12,802,023",*****,"39,554","+/- 3,545","4,991","+/- 1,418","24,507","+/- 3,099","44,688","+/- 3,633",Illinois,"139,491","+/- 7,272","28,606","+/- 2,837","17,873","+/- 2,189","3,759",+/- 993,"9,157","+/- 1,203",Illinois,"52,512","+/- 3,714","37,333","+/- 3,141","6,324","+/- 1,750","11,752","+/- 2,344","8,570,225","+/- 29,092",Illinois,"185,368","+/- 7,155","137,069","+/- 6,769","24,968","+/- 2,615","50,903","+/- 3,407","25,102","+/- 2,335",Illinois,"8,311","+/- 2,048","19,771","+/- 2,079","32,244","+/- 3,457","142,244","+/- 5,759","53,826","+/- 3,831",Illinois,"107,457","+/- 6,045","212,310","+/- 8,135","5,306","+/- 1,250","22,451","+/- 2,827","7,283","+/- 1,813",Illinois,"4,651","+/- 1,153","36,929","+/- 3,091","11,797","+/- 2,217","101,709","+/- 5,120","28,389","+/- 2,721",Illinois,"7,861","+/- 1,489","107,626","+/- 5,086","17,348","+/- 2,039","9,237","+/- 1,780","65,537","+/- 3,901",Illinois,"4,729","+/- 1,002","12,254","+/- 2,206","7,352","+/- 1,140","49,602","+/- 3,889","97,289","+/- 5,526",Illinois,"6,125","+/- 1,135","1,587",+/- 575,"30,617","+/- 2,602","16,841","+/- 2,063","10,497","+/- 1,767",Illinois,"164,516","+/- 7,316","3,910","+/- 1,046","52,141","+/- 4,608",92,+/- 108,"1,383",+/- 627,Illinois,0,+/- 190,641,+/- 395,0,+/- 190,"1,925,978","+/- 20,377",,
Indiana,"6,666,818",*****,"23,380","+/- 2,835","2,741",+/- 811,"13,936","+/- 2,294","16,694","+/- 2,128",Indiana,"85,632","+/- 5,562","15,236","+/- 2,583","6,636","+/- 1,617","1,460",+/- 531,"4,325",+/- 817,Indiana,"40,308","+/- 3,523","24,747","+/- 3,602","5,086","+/- 1,420","3,339","+/- 1,025","383,004","+/- 11,979",Indiana,"4,532,145","+/- 23,827","23,296","+/- 2,488","15,403","+/- 2,324","206,736","+/- 8,582","13,717","+/- 2,606",Indiana,"4,433","+/- 1,056","12,573","+/- 1,890","13,671","+/- 1,686","129,130","+/- 8,007","16,481","+/- 2,281",Indiana,"28,798","+/- 3,571","39,813","+/- 3,530","2,351",+/- 679,"8,986","+/- 1,436","3,501",+/- 965,Indiana,"2,717",+/- 830,"20,271","+/- 2,707","6,486","+/- 1,511","54,097","+/- 3,911","18,756","+/- 2,176",Indiana,"4,168","+/- 1,280","198,222","+/- 8,737","11,944","+/- 1,857","5,211","+/- 1,398","47,970","+/- 3,964",Indiana,"2,826",+/- 677,"7,101","+/- 1,345","4,795","+/- 1,128","47,106","+/- 4,366","61,139","+/- 4,424",Indiana,"7,400","+/- 1,840","1,352",+/- 680,"25,928","+/- 2,807","11,897","+/- 2,057","19,145","+/- 2,785",Indiana,"32,099","+/- 3,274","2,538",+/- 895,"11,328","+/- 2,877",0,+/- 197,375,+/- 330,Indiana,0,+/- 197,277,+/- 244,0,+/- 197,"384,112","+/- 11,286",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,"3,145,711",*****,"3,488",+/- 667,"1,300",+/- 560,"12,197","+/- 2,018","5,645","+/- 1,138",Iowa,"53,674","+/- 4,486","14,362","+/- 2,239","2,684",+/- 776,"1,884",+/- 895,"1,196",+/- 472,Iowa,"12,269","+/- 1,896","7,457","+/- 1,690","3,143","+/- 1,027","2,750",+/- 692,"133,380","+/- 6,460",Iowa,"17,056","+/- 2,271","2,209,278","+/- 14,530","18,761","+/- 1,897","5,312","+/- 1,154","5,623","+/- 1,588",Iowa,"2,108",+/- 826,"3,014",+/- 735,"5,673","+/- 1,236","17,675","+/- 2,267","66,944","+/- 4,650",Iowa,"4,715","+/- 1,045","39,572","+/- 2,774","3,533",+/- 748,"87,595","+/- 4,309","4,064","+/- 1,204",Iowa,350,+/- 233,"5,479","+/- 1,326","2,856",+/- 739,"11,782","+/- 1,922","6,403","+/- 1,353",Iowa,"7,099","+/- 1,138","15,064","+/- 1,939","9,475","+/- 1,372","3,992",+/- 895,"12,912","+/- 2,187",Iowa,"1,145",+/- 547,"3,147",+/- 804,"31,553","+/- 3,797","6,203","+/- 1,117","26,632","+/- 2,463",Iowa,"4,964","+/- 1,324",796,+/- 539,"8,631","+/- 1,678","8,127","+/- 1,697","1,776",+/- 569,Iowa,"42,705","+/- 3,144","2,394",+/- 671,"1,391",+/- 532,0,+/- 163,737,+/- 356,Iowa,0,+/- 163,43,+/- 57,0,+/- 163,"183,703","+/- 7,087",,
Kansas,"2,913,123",*****,"7,395","+/- 1,426","3,549","+/- 1,094","11,970","+/- 1,744","19,757","+/- 2,455",Kansas,"76,102","+/- 5,447","40,117","+/- 3,567","3,791","+/- 1,130","1,689","+/- 1,170","2,342",+/- 712,Kansas,"17,460","+/- 2,708","10,373","+/- 1,781","3,463",+/- 945,"2,208",+/- 681,"41,683","+/- 3,439",Kansas,"14,307","+/- 1,868","35,610","+/- 3,185","1,734,866","+/- 13,986","7,897","+/- 1,748","10,691","+/- 1,557",Kansas,"4,293","+/- 1,211","6,917","+/- 1,542","6,870","+/- 1,492","17,586","+/- 2,377","13,453","+/- 1,717",Kansas,"7,760","+/- 1,533","230,635","+/- 8,130","3,612",+/- 850,"51,476","+/- 3,971","3,738","+/- 1,014",Kansas,"1,157",+/- 517,"9,697","+/- 1,820","10,258","+/- 1,863","21,989","+/- 2,891","10,030","+/- 1,982",Kansas,"3,773",+/- 831,"19,368","+/- 2,665","65,338","+/- 3,864","5,877","+/- 1,194","14,119","+/- 2,240",Kansas,800,+/- 383,"4,424","+/- 1,210","7,542","+/- 1,338","10,032","+/- 1,582","63,118","+/- 4,800",Kansas,"7,467","+/- 2,472",711,+/- 436,"11,570","+/- 1,978","10,888","+/- 1,691","2,338",+/- 717,Kansas,"11,997","+/- 1,608","2,868",+/- 826,"3,419","+/- 1,282",296,+/- 475,749,+/- 499,Kansas,0,+/- 177,12,+/- 26,0,+/- 177,"221,676","+/- 6,903",,
Kentucky,"4,454,189",*****,"19,375","+/- 2,325","3,955",+/- 983,"7,030","+/- 1,595","8,749","+/- 1,459",Kentucky,"50,915","+/- 4,052","8,049","+/- 1,566","4,692","+/- 1,112","1,867",+/- 798,"3,099",+/- 876,Kentucky,"41,104","+/- 3,631","24,196","+/- 2,530","4,651","+/- 1,226","1,206",+/- 515,"82,320","+/- 6,339",Kentucky,"131,517","+/- 6,929","7,122","+/- 1,289","9,433","+/- 1,390","3,083,978","+/- 20,973","9,991","+/- 1,517",Kentucky,"3,142",+/- 942,"11,536","+/- 2,005","8,806","+/- 1,348","54,452","+/- 4,302","8,574","+/- 2,193",Kentucky,"11,297","+/- 1,968","23,995","+/- 2,625","1,080",+/- 486,"2,980",+/- 801,"2,492",+/- 959,Kentucky,"1,619",+/- 687,"15,124","+/- 1,902","3,777","+/- 1,064","43,971","+/- 4,324","20,239","+/- 2,404",Kentucky,"1,967",+/- 775,"235,368","+/- 6,959","11,550","+/- 2,403","2,656",+/- 821,"31,218","+/- 3,934",Kentucky,"2,691","+/- 1,033","14,055","+/- 2,239","2,359","+/- 1,032","93,812","+/- 5,951","38,583","+/- 3,530",Kentucky,"2,882",+/- 862,"1,246",+/- 649,"29,792","+/- 2,825","9,231","+/- 1,749","42,620","+/- 4,062",Kentucky,"13,804","+/- 2,183","2,122",+/- 815,"5,008","+/- 1,560",0,+/- 195,475,+/- 459,Kentucky,0,+/- 195,138,+/- 177,0,+/- 195,"196,279","+/- 8,493",,
Louisiana,"4,684,333",*****,"29,629","+/- 3,134","4,181","+/- 1,309","5,887","+/- 1,561","34,265","+/- 3,900",Louisiana,"57,963","+/- 5,418","7,652","+/- 1,831","4,665","+/- 1,592","2,029",+/- 952,"3,482","+/- 1,037",Louisiana,"35,851","+/- 3,670","24,091","+/- 3,211","2,952",+/- 949,"1,761",+/- 731,"30,758","+/- 3,598",Louisiana,"11,575","+/- 2,110","6,107","+/- 1,524","8,593","+/- 1,527","8,810","+/- 2,022","3,669,092","+/- 18,355",Louisiana,"2,700",+/- 865,"10,435","+/- 1,815","8,155","+/- 1,446","16,835","+/- 2,434","5,246","+/- 1,268",Louisiana,"101,101","+/- 7,192","15,602","+/- 2,342","1,569",+/- 715,"2,150",+/- 664,"2,416",+/- 815,Louisiana,"1,311",+/- 602,"11,695","+/- 2,216","5,702","+/- 1,479","31,437","+/- 3,149","16,568","+/- 3,598",Louisiana,"1,976",+/- 753,"17,949","+/- 2,481","15,560","+/- 2,243","3,277",+/- 895,"15,794","+/- 2,161",Louisiana,"1,586",+/- 720,"8,422","+/- 1,853","4,660","+/- 1,446","19,436","+/- 2,818","147,182","+/- 8,089",Louisiana,"3,836","+/- 1,354",335,+/- 236,"18,884","+/- 2,553","5,566","+/- 1,125","3,290",+/- 974,Louisiana,"8,619","+/- 1,646","1,489",+/- 836,"6,774","+/- 2,070",27,+/- 46,284,+/- 324,Louisiana,27,+/- 49,"1,009",+/- 728,0,+/- 214,"216,086","+/- 8,523",,
Maine,"1,335,907",*****,"1,666",+/- 799,"1,520",+/- 691,"2,898","+/- 1,061",665,+/- 422,Maine,"15,611","+/- 2,183","2,942",+/- 825,"34,949","+/- 3,056","1,389",+/- 650,"3,238",+/- 847,Maine,"9,176","+/- 1,581","3,307",+/- 798,886,+/- 399,336,+/- 252,"6,244","+/- 1,122",Maine,"3,383",+/- 889,"1,985",+/- 628,"1,475",+/- 437,"1,365",+/- 576,"2,432",+/- 798,Maine,"848,403","+/- 9,392","5,491","+/- 1,266","107,100","+/- 5,537","5,708","+/- 1,133","3,755",+/- 937,Maine,"1,571",+/- 731,"2,416",+/- 938,820,+/- 409,"1,179",+/- 488,785,+/- 445,Maine,"41,329","+/- 3,203","23,984","+/- 2,264",959,+/- 458,"47,332","+/- 3,368","6,194","+/- 1,478",Maine,510,+/- 294,"10,212","+/- 1,417","1,986",+/- 644,"1,865",+/- 574,"19,223","+/- 2,203",Maine,"10,847","+/- 1,712","1,622",+/- 531,441,+/- 256,"2,571",+/- 852,"8,869","+/- 1,486",Maine,"1,350",+/- 725,"7,430","+/- 1,302","6,237","+/- 1,456","3,628","+/- 1,000","1,395",+/- 523,Maine,"3,977","+/- 1,054",260,+/- 182,846,+/- 679,0,+/- 175,159,+/- 183,Maine,185,+/- 276,10,+/- 21,0,+/- 175,"59,791","+/- 3,898",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,"6,052,177",*****,"17,351","+/- 2,204","3,632",+/- 927,"11,007","+/- 2,016","6,446","+/- 1,608",Maryland,"77,831","+/- 4,555","13,989","+/- 2,247","29,207","+/- 2,358","43,660","+/- 3,567","510,813","+/- 15,217",Maryland,"51,555","+/- 3,910","31,287","+/- 3,319","9,006","+/- 1,773","1,787",+/- 713,"48,961","+/- 3,928",Maryland,"17,435","+/- 2,221","8,653","+/- 1,232","8,989","+/- 1,537","13,957","+/- 2,221","15,352","+/- 1,960",Maryland,"9,306","+/- 1,697","2,853,910","+/- 22,044","45,766","+/- 3,374","35,345","+/- 3,437","12,665","+/- 1,806",Maryland,"9,139","+/- 1,762","14,993","+/- 1,881","2,557",+/- 770,"6,079","+/- 1,204","2,084",+/- 877,Maryland,"5,738","+/- 1,114","117,023","+/- 7,605","7,049","+/- 2,053","226,982","+/- 8,253","84,036","+/- 4,647",Maryland,"3,318",+/- 805,"58,275","+/- 4,569","9,093","+/- 1,708","6,078","+/- 1,311","233,507","+/- 8,019",Maryland,"7,918","+/- 1,315","38,651","+/- 3,668","1,868",+/- 580,"15,081","+/- 2,129","46,946","+/- 4,102",Maryland,"5,587","+/- 1,395","1,957",+/- 600,"176,643","+/- 8,536","15,967","+/- 1,913","43,522","+/- 3,073",Maryland,"13,951","+/- 1,847","2,056",+/- 711,"15,949","+/- 2,813",33,+/- 54,"1,181",+/- 535,Maryland,162,+/- 147,"2,608",+/- 903,0,+/- 203,"998,236","+/- 18,111",,
