Current residence,Total Population,,State of birth,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,
,,,Alabama,,Alaska,,Arizona,,Arkansas,,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,,Wisconsin,,Wyoming,,Puerto Rico,,American Samoa,,Guam,,,Northern Marianas Islands,,U.S. Virgin Islands,,Other U.S. Island Areas3,,Foreign Country4,,,
,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,"6,859,819",*****,"10,308","+/- 1,755","2,795","+/- 1,036","7,345","+/- 1,630","2,854","+/- 1,296",Massachusetts,"81,112","+/- 4,749","10,702","+/- 1,847","130,100","+/- 5,891","8,156","+/- 2,034","15,885","+/- 2,101",Massachusetts,"41,199","+/- 3,542","17,050","+/- 2,089","3,989","+/- 1,131","1,895",+/- 655,"42,343","+/- 3,927",Massachusetts,"14,281","+/- 1,978","7,234","+/- 1,475","4,811",+/- 931,"5,735","+/- 1,150","7,989","+/- 1,583",Massachusetts,"41,843","+/- 3,657","20,773","+/- 2,693","4,125,994","+/- 25,623","31,478","+/- 3,136","11,808","+/- 2,057",Massachusetts,"4,656","+/- 1,168","13,044","+/- 2,029","2,161",+/- 824,"4,256","+/- 1,175","2,981",+/- 931,Massachusetts,"65,291","+/- 4,259","82,106","+/- 4,214","4,050","+/- 1,182","290,596","+/- 8,752","20,757","+/- 2,490",Massachusetts,"1,833",+/- 787,"37,933","+/- 3,756","3,989",+/- 982,"6,662","+/- 1,652","74,902","+/- 4,183",Massachusetts,"101,251","+/- 6,943","9,483","+/- 1,791","1,741",+/- 663,"7,522","+/- 1,327","29,865","+/- 3,340",Massachusetts,"3,661","+/- 1,033","23,764","+/- 2,041","28,143","+/- 2,786","11,238","+/- 1,949","4,521","+/- 1,212",Massachusetts,"12,961","+/- 1,946",840,+/- 367,"127,450","+/- 8,532",0,+/- 210,491,+/- 276,Massachusetts,40,+/- 69,"1,836",+/- 753,0,+/- 210,"1,232,116","+/- 19,751",,
Michigan,"9,962,311",*****,"49,703","+/- 3,336","5,656","+/- 1,002","17,814","+/- 1,989","29,801","+/- 2,644",Michigan,"92,784","+/- 5,234","19,948","+/- 1,979","10,920","+/- 1,431","2,714",+/- 766,"7,813","+/- 1,363",Michigan,"55,534","+/- 3,828","32,523","+/- 2,693","4,787",+/- 937,"3,856",+/- 998,"168,176","+/- 7,593",Michigan,"127,356","+/- 5,382","22,820","+/- 2,646","15,126","+/- 1,807","44,992","+/- 3,272","19,558","+/- 2,556",Michigan,"6,352","+/- 1,390","15,261","+/- 1,793","23,097","+/- 2,208","7,581,345","+/- 23,204","26,237","+/- 2,629",Michigan,"48,785","+/- 3,780","35,029","+/- 3,063","4,280",+/- 925,"7,907","+/- 1,212","5,744","+/- 1,303",Michigan,"3,534",+/- 819,"28,961","+/- 3,039","6,271","+/- 1,357","69,766","+/- 3,744","25,751","+/- 3,034",Michigan,"6,402","+/- 1,208","196,945","+/- 7,454","11,022","+/- 1,570","6,002","+/- 1,224","61,801","+/- 4,031",Michigan,"3,637",+/- 803,"15,654","+/- 2,137","4,531","+/- 1,045","42,100","+/- 3,275","73,309","+/- 4,381",Michigan,"5,794","+/- 1,307","2,207",+/- 720,"32,246","+/- 3,142","14,948","+/- 2,090","22,861","+/- 2,269",Michigan,"60,461","+/- 3,966","1,998",+/- 584,"13,045","+/- 2,425",34,+/- 62,"1,251",+/- 554,Michigan,0,+/- 170,251,+/- 222,0,+/- 170,"765,611","+/- 17,068",,
Minnesota,"5,576,606",*****,"6,364","+/- 1,179","3,978",+/- 868,"12,414","+/- 1,799","5,592","+/- 1,389",Minnesota,"91,026","+/- 6,120","19,218","+/- 1,942","5,887","+/- 1,067","1,779",+/- 769,"3,219",+/- 781,Minnesota,"15,568","+/- 2,054","11,584","+/- 2,226","3,405",+/- 923,"4,199","+/- 1,013","128,476","+/- 6,349",Minnesota,"27,656","+/- 2,905","120,322","+/- 5,746","15,077","+/- 1,848","4,933","+/- 1,031","7,510","+/- 1,635",Minnesota,"2,301",+/- 684,"8,729","+/- 1,666","11,730","+/- 1,773","52,662","+/- 3,719","3,759,056","+/- 13,993",Minnesota,"7,045","+/- 1,169","27,894","+/- 2,396","9,648","+/- 1,198","27,565","+/- 2,873","4,288","+/- 1,045",Minnesota,"2,750",+/- 709,"12,914","+/- 1,864","4,160","+/- 1,067","38,921","+/- 2,999","9,783","+/- 1,437",Minnesota,"138,281","+/- 5,882","32,711","+/- 2,794","6,939","+/- 1,191","8,095","+/- 1,251","21,322","+/- 2,339",Minnesota,"2,119",+/- 667,"3,560",+/- 811,"65,164","+/- 3,195","10,740","+/- 1,981","47,950","+/- 3,468",Minnesota,"5,220","+/- 1,255","1,011",+/- 319,"10,035","+/- 1,550","21,060","+/- 2,273","2,548",+/- 891,Minnesota,"199,279","+/- 6,142","5,700","+/- 1,212","3,500","+/- 1,188",80,+/- 116,459,+/- 230,Minnesota,0,+/- 153,128,+/- 109,0,+/- 153,"523,052","+/- 10,326",,
Mississippi,"2,984,100",*****,"68,406","+/- 5,075",642,+/- 390,"4,263","+/- 1,074","28,798","+/- 3,728",Mississippi,"33,929","+/- 4,139","5,474","+/- 1,145","2,658",+/- 882,"1,347",+/- 647,"1,770",+/- 900,Mississippi,"30,848","+/- 4,047","28,492","+/- 3,651","2,484","+/- 1,019",760,+/- 416,"44,258","+/- 4,869",Mississippi,"10,507","+/- 2,006","4,806","+/- 1,137","6,583","+/- 1,429","9,430","+/- 1,563","121,714","+/- 7,358",Mississippi,"1,530",+/- 728,"2,960","+/- 1,066","4,404","+/- 1,133","17,400","+/- 2,635","3,927","+/- 1,171",Mississippi,"2,148,691","+/- 14,794","14,559","+/- 2,007","1,286",+/- 842,"4,123","+/- 1,953","1,763",+/- 815,Mississippi,"2,152","+/- 1,167","6,124","+/- 1,283","2,426",+/- 831,"17,409","+/- 2,955","10,635","+/- 1,756",Mississippi,830,+/- 483,"14,046","+/- 2,696","8,795","+/- 1,797","1,244",+/- 521,"9,254","+/- 2,080",Mississippi,"1,177",+/- 565,"7,615","+/- 1,817",772,+/- 513,"142,120","+/- 6,581","40,284","+/- 4,193",Mississippi,"1,817",+/- 801,669,+/- 466,"10,695","+/- 1,921","5,042","+/- 1,404","2,365",+/- 665,Mississippi,"7,012","+/- 2,052",722,+/- 356,"3,053","+/- 1,808",0,+/- 217,361,+/- 452,Mississippi,0,+/- 217,0,+/- 217,0,+/- 217,"79,669","+/- 5,419",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,"6,113,532",*****,"16,735","+/- 2,400","6,114","+/- 1,272","21,849","+/- 2,696","91,943","+/- 5,771",Missouri,"152,464","+/- 7,854","34,091","+/- 2,870","6,519","+/- 1,283","2,797",+/- 900,"5,871","+/- 1,410",Missouri,"36,592","+/- 3,134","20,453","+/- 2,247","6,744","+/- 2,566","6,495","+/- 1,455","264,900","+/- 9,917",Missouri,"45,075","+/- 3,671","93,444","+/- 5,317","214,815","+/- 7,535","23,171","+/- 2,578","21,844","+/- 2,798",Missouri,"2,827","+/- 1,178","10,773","+/- 1,618","13,713","+/- 1,923","47,652","+/- 4,088","27,808","+/- 2,920",Missouri,"35,184","+/- 2,929","4,037,657","+/- 24,793","4,712","+/- 1,201","43,024","+/- 3,992","7,267","+/- 2,095",Missouri,"1,885",+/- 627,"19,175","+/- 2,627","11,628","+/- 1,874","42,738","+/- 3,960","19,342","+/- 2,877",Missouri,"5,255","+/- 1,154","48,061","+/- 3,597","62,439","+/- 3,695","12,713","+/- 1,847","33,333","+/- 4,134",Missouri,"3,177",+/- 914,"9,447","+/- 1,869","10,721","+/- 1,687","33,439","+/- 3,113","101,302","+/- 5,529",Missouri,"9,175","+/- 2,225","2,258",+/- 754,"19,188","+/- 2,465","22,131","+/- 2,982","5,114","+/- 1,095",Missouri,"29,718","+/- 3,682","4,862","+/- 1,089","5,335","+/- 1,760",40,+/- 67,610,+/- 357,Missouri,378,+/- 656,111,+/- 105,0,+/- 190,"297,424","+/- 11,011",,
Montana,"1,050,493",*****,"1,266",+/- 494,"3,588",+/- 944,"9,294","+/- 1,883","2,770",+/- 974,Montana,"67,265","+/- 4,469","17,948","+/- 1,823","2,317",+/- 843,368,+/- 253,"1,439",+/- 585,Montana,"7,391","+/- 1,537","3,527",+/- 954,"1,428",+/- 753,"18,516","+/- 2,400","14,194","+/- 1,995",Montana,"6,531","+/- 1,614","6,677","+/- 1,326","5,048","+/- 1,183","2,171",+/- 627,"2,835",+/- 912,Montana,939,+/- 384,"4,168","+/- 1,280","5,287","+/- 1,320","14,247","+/- 2,382","20,943","+/- 2,354",Montana,"1,264",+/- 662,"6,930","+/- 1,479","557,397","+/- 8,874","7,716","+/- 1,508","3,760",+/- 877,Montana,"2,098",+/- 872,"5,149","+/- 1,157","4,200",+/- 932,"15,178","+/- 2,151","4,218","+/- 1,035",Montana,"28,015","+/- 2,914","9,037","+/- 1,220","5,356","+/- 1,395","16,709","+/- 2,294","10,704","+/- 1,498",Montana,288,+/- 221,"1,791",+/- 681,"8,624","+/- 1,562","3,598","+/- 1,162","15,427","+/- 2,195",Montana,"10,808","+/- 1,659",926,+/- 433,"3,914","+/- 1,155","42,018","+/- 3,789","1,195",+/- 449,Montana,"11,773","+/- 2,139","17,315","+/- 2,947",220,+/- 188,18,+/- 37,313,+/- 265,Montana,50,+/- 81,0,+/- 174,0,+/- 174,"34,327","+/- 3,504",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence,Total Population,,State of birth,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,,Current residence,State of birth (continued),,,,,,,,,
,,,Alabama,,Alaska,,Arizona,,Arkansas,,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,,Wisconsin,,Wyoming,,Puerto Rico,,American Samoa,,Guam,,,Northern Marianas Islands,,U.S. Virgin Islands,,Other U.S. Island Areas3,,Foreign Country4,,,
,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,"1,920,076",*****,"2,984",+/- 956,"2,393",+/- 842,"8,378","+/- 1,766","5,478","+/- 1,592",Nebraska,"41,823","+/- 2,683","34,460","+/- 2,902","2,451",+/- 756,549,+/- 249,"1,363",+/- 485,Nebraska,"8,678","+/- 1,416","4,069",+/- 750,"2,394",+/- 841,"3,043",+/- 674,"24,638","+/- 2,433",Nebraska,"9,948","+/- 1,473","95,071","+/- 5,209","35,732","+/- 2,895","2,732",+/- 751,"3,279",+/- 800,Nebraska,"1,903",+/- 760,"3,126",+/- 862,"3,755",+/- 873,"9,545","+/- 1,588","19,450","+/- 2,354",Nebraska,"5,128","+/- 1,255","21,408","+/- 2,335","3,954",+/- 916,"1,238,717","+/- 9,400","2,495",+/- 717,Nebraska,728,+/- 368,"5,815","+/- 1,187","3,409","+/- 1,145","11,585","+/- 1,453","4,811",+/- 866,Nebraska,"5,783",+/- 951,"10,893","+/- 1,562","9,111","+/- 1,269","3,595",+/- 878,"7,388","+/- 1,372",Nebraska,865,+/- 470,"2,354",+/- 697,"30,347","+/- 2,549","3,130",+/- 967,"23,982","+/- 2,836",Nebraska,"4,810","+/- 1,191",489,+/- 296,"7,911","+/- 2,212","9,348","+/- 1,536","1,484",+/- 551,Nebraska,"8,407","+/- 1,258","6,881","+/- 1,174",905,+/- 534,41,+/- 68,813,+/- 505,Nebraska,0,+/- 163,64,+/- 108,0,+/- 163,"156,183","+/- 5,891",,
Nevada,"2,998,039",*****,"9,774","+/- 3,211","6,789","+/- 1,239","37,290","+/- 4,942","9,253","+/- 1,556",Nevada,"582,366","+/- 15,336","29,324","+/- 3,377","9,176","+/- 1,532","3,429","+/- 1,780","4,647","+/- 1,253",Nevada,"22,364","+/- 2,963","8,771","+/- 1,915","34,721","+/- 4,257","18,123","+/- 2,834","72,989","+/- 5,389",Nevada,"20,199","+/- 3,531","17,486","+/- 3,226","13,200","+/- 2,116","7,179","+/- 1,301","20,305","+/- 3,553",Nevada,"5,844","+/- 1,804","10,417","+/- 1,983","20,786","+/- 2,491","43,665","+/- 4,272","20,935","+/- 2,801",Nevada,"9,491","+/- 1,550","19,488","+/- 2,784","10,193","+/- 1,528","13,480","+/- 2,464","776,940","+/- 13,110",Nevada,"2,838",+/- 983,"24,513","+/- 2,889","15,594","+/- 2,413","89,146","+/- 4,300","10,837","+/- 1,754",Nevada,"7,265","+/- 1,627","38,296","+/- 3,765","14,732","+/- 2,186","30,184","+/- 3,790","40,022","+/- 3,053",Nevada,"3,806","+/- 1,216","5,208","+/- 1,345","6,472","+/- 1,361","10,042","+/- 2,216","55,165","+/- 4,032",Nevada,"54,996","+/- 5,258","1,419",+/- 526,"13,751","+/- 2,393","34,089","+/- 3,588","5,125","+/- 1,278",Nevada,"20,323","+/- 2,141","6,879","+/- 1,669","5,053","+/- 1,574",544,+/- 315,"4,848","+/- 1,603",Nevada,592,+/- 540,372,+/- 372,0,+/- 211,"637,304","+/- 12,586",,
New Hampshire,"1,342,795",*****,"1,864",+/- 684,"1,556",+/- 635,"2,316",+/- 630,"1,323",+/- 732,New Hampshire,"16,597","+/- 2,131","4,688","+/- 1,148","32,840","+/- 3,302",704,+/- 318,"2,536",+/- 775,New Hampshire,"9,168","+/- 1,564","2,716",+/- 894,"1,131",+/- 448,732,+/- 525,"8,772","+/- 1,479",New Hampshire,"4,885","+/- 1,314","2,070",+/- 660,"1,878",+/- 735,"1,476",+/- 589,"2,005",+/- 868,New Hampshire,"39,139","+/- 3,914","5,023","+/- 1,009","333,736","+/- 8,837","7,657","+/- 1,412","3,515","+/- 1,146",New Hampshire,"1,348",+/- 690,"2,287",+/- 636,428,+/- 267,"1,009",+/- 505,967,+/- 503,New Hampshire,"561,018","+/- 11,821","21,479","+/- 2,549",759,+/- 382,"59,247","+/- 4,967","5,609","+/- 1,288",New Hampshire,701,+/- 410,"9,664","+/- 1,440","1,598",+/- 762,"1,280",+/- 699,"21,415","+/- 2,780",New Hampshire,"12,288","+/- 1,832","2,699",+/- 918,445,+/- 355,"1,221",+/- 572,"7,975","+/- 1,478",New Hampshire,"1,227",+/- 705,"25,949","+/- 2,467","6,967","+/- 1,442","3,037","+/- 1,006","1,464",+/- 598,New Hampshire,"3,332",+/- 787,597,+/- 384,"4,886","+/- 2,138",0,+/- 192,0,+/- 192,New Hampshire,0,+/- 192,40,+/- 72,0,+/- 192,"93,532","+/- 5,379",,
New Jersey,"9,005,644",*****,"13,748","+/- 2,029","3,490","+/- 1,121","7,363","+/- 2,690","2,811",+/- 808,New Jersey,"48,279","+/- 4,287","7,792","+/- 1,948","30,790","+/- 2,816","19,434","+/- 2,524","12,008","+/- 2,023",New Jersey,"46,135","+/- 3,868","25,364","+/- 3,048","5,707","+/- 1,421","1,659",+/- 687,"35,891","+/- 3,050",New Jersey,"8,834","+/- 1,666","5,153","+/- 1,350","5,807","+/- 1,620","4,368",+/- 990,"8,525","+/- 1,700",New Jersey,"5,630","+/- 1,250","27,842","+/- 2,864","47,439","+/- 3,763","20,081","+/- 2,611","7,143","+/- 1,307",New Jersey,"3,961","+/- 1,107","9,905","+/- 1,417","1,418",+/- 569,"2,986","+/- 1,193","1,852",+/- 636,New Jersey,"4,886","+/- 1,225","4,674,324","+/- 33,181","4,224",+/- 953,"953,322","+/- 17,794","42,664","+/- 4,011",New Jersey,"1,570",+/- 639,"32,713","+/- 3,159","5,379","+/- 1,577","2,834",+/- 957,"455,088","+/- 12,418",New Jersey,"5,906","+/- 1,477","26,599","+/- 2,592","1,160",+/- 713,"8,689","+/- 1,634","29,099","+/- 3,080",New Jersey,"2,690","+/- 1,029","2,350",+/- 589,"35,237","+/- 3,191","8,766","+/- 1,548","7,772","+/- 1,246",New Jersey,"8,322","+/- 1,610",960,+/- 392,"132,894","+/- 7,150",0,+/- 206,381,+/- 282,New Jersey,62,+/- 106,"3,147","+/- 1,037",0,+/- 206,"2,133,191","+/- 25,252",,
New Mexico,"2,088,070",*****,"3,389",+/- 898,"4,359","+/- 1,372","41,867","+/- 3,927","5,170","+/- 1,193",New Mexico,"99,812","+/- 6,203","44,652","+/- 4,076","5,881","+/- 1,393","1,152",+/- 787,"4,157","+/- 1,148",New Mexico,"10,550","+/- 2,011","5,398","+/- 1,358","2,994","+/- 1,242","4,855","+/- 1,305","26,737","+/- 2,955",New Mexico,"12,217","+/- 1,708","9,476","+/- 1,624","13,745","+/- 2,333","4,906","+/- 1,451","9,780","+/- 1,989",New Mexico,"4,953","+/- 1,621","5,399","+/- 1,340","9,377","+/- 1,723","19,474","+/- 2,869","12,785","+/- 2,225",New Mexico,"2,365",+/- 739,"10,167","+/- 1,577","4,014",+/- 852,"6,983","+/- 1,520","6,902","+/- 1,950",New Mexico,"2,164",+/- 868,"9,488","+/- 1,373","1,133,231","+/- 13,400","35,531","+/- 3,238","5,890","+/- 1,371",New Mexico,"3,999",+/- 929,"20,607","+/- 2,450","21,268","+/- 2,888","5,999","+/- 1,108","19,177","+/- 2,315",New Mexico,"1,851",+/- 888,"2,487",+/- 813,"4,478","+/- 1,275","5,732","+/- 2,028","154,531","+/- 7,542",New Mexico,"11,526","+/- 2,217",701,+/- 382,"7,654","+/- 1,362","10,563","+/- 1,674","3,612","+/- 1,073",New Mexico,"9,702","+/- 1,926","4,733","+/- 1,178","2,906","+/- 1,187",0,+/- 201,195,+/- 187,New Mexico,0,+/- 201,0,+/- 201,0,+/- 201,"216,529","+/- 10,475",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,"19,849,399",*****,"36,155","+/- 2,888","8,201","+/- 2,028","22,109","+/- 2,655","10,033","+/- 1,787",New York,"171,296","+/- 7,450","23,961","+/- 3,964","133,973","+/- 6,576","10,883","+/- 1,866","32,767","+/- 3,938",New York,"113,316","+/- 6,141","53,109","+/- 4,860","10,867","+/- 1,667","3,112",+/- 792,"80,534","+/- 5,005",New York,"29,200","+/- 2,884","12,147","+/- 1,916","11,219","+/- 1,772","16,561","+/- 3,082","20,443","+/- 2,849",New York,"16,742","+/- 1,865","58,697","+/- 4,361","140,460","+/- 7,051","64,677","+/- 5,437","23,198","+/- 1,938",New York,"13,718","+/- 1,784","25,097","+/- 2,994","4,031","+/- 1,150","8,838","+/- 1,338","8,360","+/- 2,357",New York,"15,622","+/- 1,948","294,534","+/- 9,746","11,602","+/- 1,986","12,484,759","+/- 39,338","88,094","+/- 6,484",New York,"3,802","+/- 1,076","88,059","+/- 4,882","10,653","+/- 1,767","10,946","+/- 1,930","258,373","+/- 9,041",New York,"19,481","+/- 2,285","60,734","+/- 4,177","3,619",+/- 835,"19,966","+/- 2,297","80,505","+/- 6,651",New York,"8,993","+/- 2,196","36,463","+/- 3,488","71,898","+/- 4,442","26,315","+/- 2,898","10,865","+/- 1,451",New York,"24,756","+/- 2,408","3,772",+/- 954,"280,909","+/- 9,653",308,+/- 404,"1,979","+/- 1,129",New York,81,+/- 131,"8,703","+/- 2,002",0,+/- 200,"4,759,904","+/- 34,941",,
North Carolina,"10,273,419",*****,"46,277","+/- 3,780","6,570","+/- 1,778","23,543","+/- 2,939","16,696","+/- 2,335",North Carolina,"174,850","+/- 10,124","26,254","+/- 3,732","58,092","+/- 4,849","13,724","+/- 2,343","50,144","+/- 4,019",North Carolina,"199,233","+/- 9,512","147,743","+/- 7,728","12,103","+/- 2,257","4,700","+/- 1,130","108,132","+/- 6,438",North Carolina,"61,819","+/- 4,488","21,663","+/- 2,729","21,054","+/- 3,123","49,014","+/- 3,966","33,323","+/- 3,110",North Carolina,"18,744","+/- 2,596","105,507","+/- 7,088","84,738","+/- 5,524","112,687","+/- 7,244","25,767","+/- 3,076",North Carolina,"23,764","+/- 3,034","37,111","+/- 3,587","5,750","+/- 1,547","15,195","+/- 2,012","8,406","+/- 2,027",North Carolina,"13,451","+/- 2,515","178,464","+/- 9,334","10,470","+/- 2,003","480,852","+/- 16,727","5,795,939","+/- 32,166",North Carolina,"4,882","+/- 1,040","171,665","+/- 7,742","21,151","+/- 3,265","8,232","+/- 1,631","210,299","+/- 9,269",North Carolina,"16,853","+/- 2,444","219,119","+/- 9,382","4,728","+/- 1,385","83,454","+/- 5,541","101,339","+/- 6,186",North Carolina,"9,687","+/- 1,786","10,611","+/- 2,715","304,264","+/- 10,499","27,365","+/- 2,979","88,934","+/- 5,952",North Carolina,"36,012","+/- 3,703","3,404","+/- 1,085","32,844","+/- 4,422",74,+/- 161,"1,798",+/- 786,North Carolina,151,+/- 108,"4,233","+/- 1,782",0,+/- 207,"920,541","+/- 17,333",,
North Dakota,"755,393",*****,"2,650","+/- 1,333","2,407",+/- 984,"4,917","+/- 1,695",537,+/- 351,North Dakota,"16,044","+/- 2,066","6,122","+/- 1,266",272,+/- 180,125,+/- 215,310,+/- 263,North Dakota,"3,461","+/- 1,203","2,342","+/- 1,347",620,+/- 381,"3,098",+/- 908,"7,220","+/- 1,771",North Dakota,"2,848","+/- 1,226","5,021","+/- 1,098","2,477",+/- 752,974,+/- 449,"2,025",+/- 852,North Dakota,539,+/- 439,989,+/- 455,933,+/- 369,"5,462","+/- 1,440","72,623","+/- 4,740",North Dakota,666,+/- 351,"1,871",+/- 734,"13,494","+/- 1,926","3,052",+/- 807,"2,011",+/- 939,North Dakota,192,+/- 116,"1,447",+/- 794,"2,214","+/- 1,217","3,868","+/- 1,101","1,897",+/- 737,North Dakota,"469,158","+/- 7,890","3,612","+/- 1,074","3,238","+/- 1,670","3,083","+/- 1,137","3,530","+/- 1,009",North Dakota,596,+/- 353,"1,304",+/- 799,"18,553","+/- 2,036","1,438",+/- 607,"10,192","+/- 1,890",North Dakota,"3,474","+/- 1,103",44,+/- 44,"3,124",+/- 945,"10,978","+/- 3,932",222,+/- 200,North Dakota,"6,889","+/- 1,599","3,340",+/- 760,"1,318",+/- 858,0,+/- 161,147,+/- 239,North Dakota,0,+/- 161,0,+/- 161,0,+/- 161,"36,425","+/- 3,306",,
